result,home_elo,away_elo,home_recent_goals_scored_home,home_recent_goals_scored_away,home_recent_goals_conceded_home,home_recent_goals_conceded_away,home_recent_home_games_won,home_recent_home_games_lost,home_recent_away_games_won,home_recent_away_games_lost,away_recent_goals_scored_home,away_recent_goals_scored_away,away_recent_goals_conceded_home,away_recent_goals_conceded_away,away_recent_home_games_won,away_recent_home_games_lost,away_recent_away_games_won,away_recent_away_games_lost
H,1732.17956543,1607.4486084,12,9,6,17,2,2,1,5,7,3,8,7,2,2,0,4
H,1704.16040039,1704.37329102,2,4,7,7,0,5,1,4,6,5,4,7,2,3,1,4
A,1698.76623535,1938.03259277,12,5,8,12,3,2,1,4,9,9,3,3,4,1,3,2
A,1689.57312012,1803.06408691,3,10,6,5,1,4,2,3,6,8,5,9,2,3,2,3
H,1688.18920898,1622.62536621,5,6,6,14,1,3,0,6,6,3,9,7,2,3,1,4
D,1943.67736816,1713.09863281,8,11,3,3,3,1,4,2,4,3,7,7,1,5,0,4
H,1817.02087402,1748.62719727,6,12,3,9,2,2,3,3,3,7,8,11,1,4,2,3
A,1695.43505859,1779.04602051,4,5,4,9,1,3,1,5,8,8,12,8,1,5,2,2
H,1666.42907715,1675.61645508,6,3,3,5,3,2,1,4,3,8,10,5,1,5,1,3
A,1667.71704102,2007.07250977,5,9,8,3,2,2,4,1,9,11,4,1,2,4,4,0
H,2011.17700195,1693.12145996,11,8,2,4,3,1,3,3,12,4,10,8,3,3,1,3
H,1709.23803711,1738.40234375,12,4,9,7,3,2,1,4,15,9,6,16,3,2,1,4
H,1786.81616211,1675.82104492,5,9,11,8,0,5,3,2,6,3,3,5,3,2,1,4
H,2012.99499512,1663.32385254,9,8,1,4,3,1,3,3,5,9,11,3,2,3,4,1
D,1719.02563477,1691.3034668,6,4,8,7,3,2,1,4,10,4,8,10,3,2,1,4
H,1609.52429199,1936.65270996,8,3,8,10,3,2,0,5,12,10,7,3,3,2,3,2
H,1720.12329102,1987.28076172,4,7,5,11,1,4,0,5,8,7,4,2,4,1,4,1
D,1617.84741211,1743.92663574,6,2,9,7,2,3,1,4,3,8,8,10,1,4,2,3
H,1687.66491699,1728.61474609,4,4,5,8,1,4,1,4,15,8,6,10,3,2,1,4
H,1692.96716309,1821.72131348,7,5,7,11,2,3,0,5,9,10,5,7,3,2,3,2
H,1908.27209473,2001.66943359,11,11,7,5,2,2,3,3,13,6,4,4,4,1,2,3
A,1655.8067627,1691.4954834,3,12,10,7,1,3,4,2,3,4,4,8,1,4,1,4
H,1962.48803711,1612.89343262,8,7,4,4,4,1,3,2,8,2,11,6,2,4,1,3
A,1687.69213867,1784.23913574,8,5,7,11,2,2,1,5,4,9,8,8,1,4,3,2
D,1671.84362793,1617.08374023,3,9,8,6,1,4,2,3,10,2,9,7,4,2,0,4
A,1807.953125,1709.73632812,5,10,3,9,2,2,3,3,5,4,8,7,2,3,1,4
A,1735.98022461,1991.63659668,3,7,8,10,1,4,1,4,9,14,3,1,2,3,5,0
H,1665.49755859,1699.77441406,6,2,3,6,3,2,0,5,9,4,7,10,3,3,0,4
A,1715.45898438,1731.27441406,15,6,6,8,3,2,1,4,6,6,6,9,2,4,0,4
A,1916.97680664,1795.73303223,13,11,8,4,3,2,3,2,6,8,5,6,2,3,3,2
A,1700.55883789,1964.30761719,3,5,4,7,1,4,2,3,9,7,3,4,4,1,3,2
H,1672.6027832,1740.56848145,8,1,4,4,4,2,0,4,5,8,4,10,2,3,1,4
H,1992.96472168,1620.59436035,12,7,3,6,4,0,2,4,7,2,7,7,3,2,0,5
D,1692.66918945,1668.33312988,8,5,7,12,2,3,0,5,3,9,7,6,1,4,2,3
A,1611.07385254,1996.95336914,7,2,9,9,2,3,1,4,9,15,3,1,2,3,5,0
D,1794.61816406,1721.9564209,4,10,8,8,1,4,3,2,5,5,8,6,2,3,2,3
D,1646.7434082,1706.16491699,3,11,11,6,1,4,4,1,13,6,8,8,2,3,1,4
D,1813.61303711,1995.09448242,6,10,5,6,2,2,4,2,17,6,3,6,5,0,1,4
D,2000.16430664,1690.0357666,8,18,2,1,2,2,6,0,10,5,9,9,2,4,0,4
D,1969.47253418,1680.6809082,9,9,3,4,4,1,4,1,9,1,5,4,4,2,0,4
H,1706.36169434,1899.09692383,13,5,8,10,2,3,0,5,10,11,10,4,2,3,3,2
A,1725.75476074,1695.3939209,3,6,7,7,1,3,2,4,3,5,6,7,1,4,2,3
H,1618.46447754,1607.86291504,7,1,7,10,3,2,0,5,7,2,12,9,2,4,1,3
H,1732.49035645,1718.97302246,5,8,4,11,2,3,1,4,3,6,11,6,1,5,1,3
H,1670.96643066,1790.81994629,3,6,7,8,1,4,1,4,5,10,6,8,1,4,3,2
D,1823.42529297,1694.93615723,6,8,5,5,2,3,3,2,7,1,4,4,3,2,0,5
D,1717.17321777,1704.53063965,4,5,10,5,1,4,2,3,9,5,7,9,2,3,0,5
D,1631.24743652,1657.3013916,6,1,4,10,4,1,0,5,5,11,8,7,1,4,3,2
H,1687.12219238,1608.21740723,3,6,6,8,2,3,1,4,4,2,10,10,1,4,1,4
A,1994.95568848,1888.79150391,8,15,2,0,2,3,5,0,10,7,10,7,2,3,2,3
A,1748.57824707,1997.9173584,15,5,5,10,3,2,0,5,17,5,3,4,5,0,1,4
A,1750.46154785,1787.80151367,5,8,2,11,3,2,1,4,5,7,6,7,1,4,2,3
D,1970.13903809,1692.9510498,7,9,2,4,3,2,4,1,5,4,9,5,1,4,2,3
H,1892.97509766,1683.57080078,10,6,10,7,2,3,2,3,5,6,7,8,3,3,1,3
A,1705.06933594,1954.33740234,2,8,7,10,0,4,1,5,7,9,2,4,3,2,4,1
A,1723.46118164,1974.16333008,2,11,3,7,1,3,4,2,8,15,3,0,2,3,5,0
D,1691.63842773,1732.10302734,7,1,4,3,3,2,0,5,9,5,6,10,2,3,0,5
H,1650.04699707,1706.73461914,3,12,6,8,1,3,3,3,4,5,10,3,1,5,2,2
D,1698.3605957,1621.89318848,9,4,7,6,2,3,0,5,7,1,5,10,4,2,0,4
A,1788.18041992,1793.60559082,5,6,6,5,1,4,3,2,6,6,5,4,2,4,2,2
A,1692.1439209,1733.47387695,2,4,8,5,0,4,2,4,5,8,3,11,3,2,1,4
H,1798.3770752,1713.42858887,4,9,4,6,1,4,3,2,2,11,5,5,1,4,4,1
D,1959.40905762,1653.41052246,7,10,2,5,3,2,4,1,5,10,7,7,2,3,2,3
A,1727.93884277,1773.93652344,9,5,6,9,2,3,0,5,7,6,7,5,1,4,3,2
D,1693.89855957,1878.73632812,4,6,9,5,1,4,2,3,10,6,8,7,3,2,2,3
D,1620.90332031,1686.3302002,7,3,3,12,4,1,0,5,7,1,3,3,3,2,0,5
D,1740.87341309,1980.61291504,5,10,3,9,3,2,2,3,16,5,3,3,5,0,2,3
H,1676.31945801,1695.11633301,3,6,6,9,2,3,1,4,3,6,10,9,0,5,0,5
D,1975.29248047,1675.27197266,8,15,3,0,2,3,5,0,2,2,10,4,0,5,1,4
H,1677.16259766,1615.16809082,3,6,8,12,0,4,0,6,7,2,3,10,4,2,0,4
H,1680.38061523,1691.45898438,7,1,3,2,3,2,0,5,5,5,10,5,1,5,1,3
A,1677.24719238,1788.08105469,1,3,7,5,0,4,1,5,8,9,6,4,2,4,3,1
D,1869.49121094,1945.71643066,10,6,8,7,3,2,2,3,9,7,4,3,3,3,3,1
H,1702.5447998,1733.76989746,10,5,7,4,2,3,1,4,5,10,2,9,3,2,2,3
H,1575.59753418,1705.97180176,3,2,9,16,0,4,0,6,7,5,4,9,2,3,0,5
D,1776.64147949,1961.63244629,5,7,5,5,1,3,4,2,7,15,4,0,1,4,5,0
D,1794.77526855,1869.8840332,8,10,6,4,2,3,4,1,8,6,8,7,2,3,2,3
H,1958.28063965,1585.28955078,7,10,4,0,1,4,4,1,5,2,10,12,1,4,0,5
H,1945.3236084,1707.69726562,6,8,2,4,2,3,3,2,4,10,6,8,2,3,3,2
H,1696.27990723,1637.90869141,7,4,4,9,2,3,0,5,5,11,11,9,1,4,1,4
A,1679.59179688,1779.99316406,5,5,5,8,1,4,1,4,5,6,5,2,1,4,4,1
A,1606.39208984,1970.05212402,5,2,2,13,3,2,0,5,16,3,3,3,5,0,1,4
D,1726.62451172,1692.24768066,5,10,2,9,3,2,2,3,10,1,3,2,4,1,0,5
H,1682.58825684,1709.69018555,6,6,5,9,3,2,1,4,10,5,6,4,3,2,1,4
D,1686.90368652,1706.40966797,5,6,7,12,1,3,0,6,9,4,5,9,2,3,0,5
A,1703.98327637,1689.70996094,4,10,6,9,2,3,3,2,8,4,6,6,4,2,1,3
D,1695.00891113,1959.66955566,10,0,3,1,4,1,0,5,9,10,3,0,2,3,4,1
A,1702.56860352,1949.03759766,10,5,6,4,3,2,1,4,9,7,2,4,3,3,2,2
H,1583.90063477,1723.86328125,5,2,7,14,1,3,0,6,3,10,2,9,2,3,2,3
H,1688.77124023,1604.30444336,1,7,6,5,0,4,2,4,5,2,3,10,3,3,0,4
H,1972.13977051,1672.50622559,12,4,3,3,4,0,2,4,5,4,6,7,1,5,1,3
A,1627.77880859,1795.0916748,5,9,11,14,1,4,0,5,10,6,8,4,2,4,3,1
H,1872.31542969,1693.88293457,5,6,4,9,3,2,1,4,4,10,6,9,2,3,3,2
H,1800.33105469,1597.99926758,7,7,6,4,1,4,4,1,7,1,7,12,2,3,0,5
H,1793.56469727,1622.53942871,7,6,4,2,2,3,4,1,5,9,9,14,1,4,0,5
D,1695.11743164,1693.46630859,9,5,10,4,2,3,1,4,3,7,7,3,1,4,2,3
D,1599.60949707,1956.48864746,4,3,3,12,2,3,0,5,8,12,2,5,2,3,3,2
H,1973.6776123,1954.38684082,13,3,3,2,5,0,2,3,9,9,3,2,2,3,3,2
H,1699.81018066,1709.76477051,8,5,2,6,4,1,2,3,3,6,2,7,2,3,2,3
H,1984.74890137,1706.66699219,14,3,3,2,5,0,2,3,9,5,2,4,5,1,2,2
H,1685.73034668,1693.27514648,7,4,9,9,1,4,0,5,9,5,12,4,1,4,1,4
A,1690.95666504,1986.53149414,2,10,6,10,1,3,3,3,11,3,0,2,5,0,2,3
H,1943.31555176,1606.49707031,4,9,3,5,1,3,3,3,2,3,2,12,1,4,0,5
A,1618.28833008,1875.24182129,5,6,9,12,1,4,0,5,6,5,4,7,4,2,1,3
H,1707.58300781,1704.88439941,9,6,5,9,2,3,0,5,9,3,2,4,5,1,1,3
H,1595.51831055,1668.54101562,5,2,5,14,2,2,0,6,3,4,6,8,0,5,1,4
H,1695.30859375,1700.29150391,3,8,7,4,1,4,2,3,10,0,5,1,3,2,0,5
D,1949.60119629,1797.8157959,8,11,2,3,2,3,3,2,8,6,4,2,2,3,4,1
H,1700.39086914,1605.2208252,2,4,2,7,1,4,1,4,2,4,2,14,1,4,0,5
A,1610.09277344,1989.52783203,8,2,5,11,3,2,0,5,11,3,0,0,5,0,3,2
D,1697.29431152,1687.96020508,10,2,9,7,2,4,0,4,2,9,7,10,1,4,2,3
H,1944.59179688,1653.96655273,6,7,4,5,2,3,2,3,3,2,6,10,0,5,0,5
D,1803.3293457,1880.16259766,8,4,4,2,2,3,3,2,4,8,3,8,3,2,2,3
H,1714.18359375,1681.71130371,10,6,5,7,3,3,0,4,9,4,12,5,1,4,1,4
H,1704.80908203,1613.36743164,5,8,5,4,2,3,2,3,6,6,11,12,1,4,0,5
D,1698.28393555,1944.08764648,9,3,2,5,5,0,1,4,6,11,3,3,1,4,3,2
D,1879.81774902,1710.96276855,4,9,1,9,3,1,2,4,7,8,5,4,3,2,2,3
D,1814.75268555,1703.06738281,8,8,5,3,2,3,5,0,10,1,3,3,5,1,1,3
H,1690.06347656,1706.5378418,2,11,5,12,1,3,2,4,5,3,3,5,2,4,1,3
D,1607.21374512,1605.87658691,4,6,9,14,1,3,0,6,8,2,7,11,3,2,0,5
H,1993.74401855,1803.67419434,6,8,0,0,4,0,4,2,8,4,4,2,2,3,3,2
D,1651.69445801,1695.19104004,3,1,6,11,0,5,0,5,12,2,9,7,2,4,0,4
H,1599.07385254,1719.77929688,2,5,2,12,1,4,0,5,11,6,4,7,4,2,0,4
H,1939.30419922,1946.86376953,6,10,3,4,1,4,2,3,8,4,4,5,3,3,1,3
A,1695.81640625,1810.05895996,11,2,7,7,2,3,0,5,8,8,5,3,2,3,5,0
D,1937.24914551,1605.32019043,8,4,4,7,3,2,1,4,6,4,11,12,1,4,0,5
H,1800.88989258,1696.91491699,8,4,4,2,2,3,3,2,5,8,7,11,2,3,1,4
H,1710.27844238,1651.0690918,11,4,4,6,4,2,0,4,2,1,3,11,0,5,0,5
A,1607.7701416,1673.54907227,8,4,7,12,3,2,0,5,8,5,11,7,1,4,1,4
D,1707.7611084,1692.02111816,9,1,3,3,4,1,1,4,9,1,4,4,2,2,0,6
D,1699.68640137,1873.94287109,4,5,3,8,1,4,1,4,4,9,1,6,3,2,2,3
A,1716.83764648,1996.52844238,7,7,5,4,3,2,1,4,7,8,0,0,5,0,4,1
H,1999.79052734,1694.36450195,7,8,0,0,5,0,4,1,9,1,4,4,2,2,0,6
A,1811.87585449,1925.7701416,8,10,5,3,2,2,6,0,7,4,2,7,3,2,1,4
H,1686.34313965,1710.27038574,5,4,7,13,2,3,0,5,7,7,6,4,3,3,1,3
H,1999.05175781,1683.01489258,9,8,0,0,5,0,4,1,11,2,9,6,2,4,0,4
D,1642.70227051,1702.11242676,2,1,3,12,0,4,0,6,7,1,2,3,3,2,1,4
H,1688.49279785,1596.47277832,9,1,4,7,2,2,0,6,10,3,10,10,3,3,0,4
D,1948.80651855,1704.546875,8,13,3,6,2,2,3,3,9,4,3,8,4,1,0,5
D,1678.23596191,1804.85119629,8,8,11,9,1,4,2,3,11,3,4,2,3,3,2,2
A,1610.18859863,1689.20227051,6,3,11,11,1,4,0,5,4,5,2,8,1,4,1,4
D,1865.62426758,1694.91223145,3,7,1,5,2,3,1,4,10,1,3,7,3,1,0,6
H,1936.59521484,1702.63208008,7,3,2,7,3,2,1,4,7,1,2,2,3,2,1,4
H,1803.40673828,1590.57971191,9,3,1,2,3,2,2,3,9,3,9,12,3,2,0,5
H,1642.70910645,1950.0994873,2,0,3,10,0,5,0,5,9,10,4,5,2,3,2,3
D,1789.35021973,1598.02075195,8,7,6,1,2,3,5,0,3,3,3,12,1,4,0,5
H,1693.57275391,1680.20690918,7,4,6,13,3,2,0,5,6,8,9,9,1,4,2,3
A,1602.87768555,1681.92333984,5,3,12,11,0,5,0,5,11,1,9,5,2,4,0,4
H,1703.5670166,1716.25537109,7,8,4,6,3,2,1,4,9,4,3,8,4,1,0,5
A,1587.23059082,1859.69372559,9,3,9,10,3,2,0,5,3,6,1,4,2,4,1,3
D,1689.47167969,1806.75585938,10,3,6,6,2,3,1,4,11,2,1,2,4,2,1,3
A,1700.84277344,1595.32922363,10,1,3,7,3,1,0,6,6,1,14,9,0,6,0,4
H,1709.51538086,1783.05395508,9,4,2,9,4,0,0,6,6,7,6,1,1,4,5,0
A,1674.06445312,2001.04968262,6,5,9,10,1,4,1,4,11,8,1,0,6,0,4,0
H,1604.3170166,1699.71520996,3,5,3,14,1,3,0,6,8,2,6,9,4,2,0,4
H,1692.74609375,1662.64978027,4,5,2,9,1,4,1,4,3,0,2,10,1,4,0,5
A,1700.40197754,1710.30712891,4,2,2,4,2,2,1,5,8,7,4,5,4,2,1,3
A,1693.47937012,1695.99353027,7,1,4,7,2,2,0,6,10,3,6,3,2,4,1,3
H,1865.58520508,1708.64868164,2,9,0,5,2,3,2,3,7,5,6,4,1,4,2,3
A,1694.70507812,1686.25170898,6,2,5,11,3,2,0,5,8,1,6,7,2,3,0,5
H,1812.88012695,1624.68688965,11,2,1,2,4,1,1,4,5,5,3,11,2,3,0,5
D,1615.33862305,1679.18811035,5,2,10,9,0,5,1,4,5,5,10,10,0,5,1,4
A,2020.05383301,1953.62158203,11,9,1,1,6,0,4,0,9,9,2,6,3,2,2,3
A,1778.89160156,1712.71582031,6,6,6,3,1,4,4,1,8,5,2,8,2,3,1,4
H,1953.37011719,1735.8927002,8,4,2,7,4,1,2,3,11,3,2,7,5,0,0,5
D,1727.60327148,1590.17675781,8,8,3,5,4,1,2,3,8,3,11,10,2,3,0,5
D,1698.69104004,1718.85949707,7,5,6,8,1,4,2,3,8,4,3,4,4,2,1,3
H,1697.10632324,1996.20117188,6,4,4,8,2,2,1,5,11,9,5,1,5,1,4,0
A,1675.74316406,1868.45117188,5,5,10,9,0,5,1,4,6,7,0,3,3,3,2,2
H,1617.2434082,1653.64038086,5,6,2,14,2,2,0,6,4,0,2,11,1,4,0,5
H,1720.46569824,1952.24072266,8,7,2,9,2,2,2,4,7,4,2,7,4,1,2,3
D,1591.82885742,1676.75891113,8,3,11,8,2,3,0,5,7,2,8,8,3,3,0,4
H,1970.38244629,1764.05004883,6,13,2,7,2,2,3,3,5,6,6,3,1,4,4,1
H,1704.15686035,1611.69177246,2,3,2,5,1,3,1,5,6,1,11,4,0,6,1,3
H,1875.35424805,1723.15307617,5,10,0,4,2,3,3,2,7,1,1,6,5,0,0,5
H,1697.44958496,1732.79650879,6,5,5,8,1,4,2,3,9,7,2,7,3,2,2,3
H,1676.14367676,1646.19519043,7,3,7,9,3,2,0,5,4,0,2,11,1,4,0,5
A,1717.01403809,1975.9284668,8,3,4,5,3,2,1,4,11,8,2,6,3,2,2,3
A,1668.84008789,1939.90991211,5,5,8,9,0,5,1,4,7,2,2,6,4,1,2,3
A,1592.4440918,1624.6887207,7,3,12,8,1,4,0,5,6,5,2,12,3,2,0,5
H,1803.08337402,1708.60839844,11,2,2,4,4,1,0,5,2,3,2,5,1,3,1,5
H,1976.29345703,1758.50402832,8,9,5,3,4,1,4,1,5,5,6,8,1,4,3,2
H,1957.07592773,1682.22399902,7,4,2,3,4,1,3,2,11,3,8,8,4,2,0,4
H,1959.30322266,1700.69946289,11,9,2,6,3,2,3,2,5,5,6,8,1,4,2,3
H,1632.15148926,1603.49902344,3,1,1,15,1,3,0,6,6,1,10,3,0,6,1,3
D,1633.24707031,1659.99719238,6,7,2,12,3,1,1,5,3,5,8,9,0,5,1,4
H,1721.58312988,1723.19604492,9,8,2,8,3,2,2,3,8,3,2,3,4,2,1,3
A,1695.55114746,1878.41638184,2,3,2,8,1,3,1,5,6,10,0,4,2,3,3,2
D,1752.1348877,1808.17724609,3,7,5,11,0,4,3,3,13,2,2,4,4,1,0,5
A,1705.69458008,1709.3894043,6,1,1,8,4,0,0,6,8,3,5,4,3,3,1,3
D,1758.45825195,1723.17431641,6,5,8,10,0,5,2,3,5,3,1,4,3,2,1,4
D,1646.92138672,1729.81530762,6,1,2,12,2,3,0,5,5,6,4,5,2,3,2,3
H,1638.7043457,1703.53125,7,6,3,10,3,2,1,4,3,5,4,12,1,3,2,4
H,1697.9876709,1586.92053223,5,1,3,8,3,1,0,6,4,4,14,8,0,5,0,5
H,1734.7088623,1667.6439209,9,8,1,8,4,1,2,3,3,6,8,7,0,5,1,4
D,1969.22839355,1903.95043945,14,9,1,6,4,1,3,2,6,11,0,4,2,3,3,2
D,1965.734375,1814.95800781,9,4,4,3,4,1,3,2,13,4,2,6,4,1,0,5
D,1680.30749512,1755.72692871,11,4,7,11,4,1,0,5,7,4,9,10,0,6,1,3
A,1820.49438477,1703.61315918,12,4,1,6,4,0,0,6,9,1,5,7,4,1,0,5
H,1729.21704102,1646.93029785,5,6,4,5,2,3,2,3,8,5,3,7,4,2,1,3
A,1596.31506348,1965.59777832,5,2,7,5,0,5,1,4,18,8,5,5,4,2,3,1
H,1991.65795898,1739.61328125,12,5,7,4,5,1,3,1,7,8,0,8,4,1,2,3
A,1725.90551758,1960.19787598,3,4,1,5,2,2,1,5,7,4,4,3,3,2,3,2
H,1907.58105469,1647.51977539,6,14,0,7,2,3,3,2,6,1,2,10,2,4,0,4
H,1695.30529785,1693.00439453,3,5,4,13,1,3,2,4,3,3,6,7,1,4,1,4
H,1966.74511719,1734.48962402,7,5,4,1,3,2,4,1,6,6,4,2,3,3,2,2
H,1716.81506348,1705.15197754,8,3,5,8,3,1,1,5,5,5,2,13,2,2,2,4
A,1645.41687012,1999.38964844,6,1,2,12,2,3,0,5,16,5,9,4,5,1,3,1
A,1642.76940918,1722.34118652,7,5,3,8,3,2,1,4,3,4,2,5,2,3,1,4
H,1736.77954102,1596.07763672,7,8,0,10,4,1,2,3,7,4,9,10,1,4,0,5
D,1684.26953125,1681.14501953,2,3,5,9,1,3,1,5,9,4,6,11,3,2,0,5
H,1968.88659668,1662.03759766,16,11,5,6,3,2,4,1,2,5,7,6,0,5,1,4
H,1756.0012207,1594.13818359,7,5,9,11,0,5,1,4,4,2,8,5,0,5,1,4
D,1813.30187988,1737.37902832,10,6,3,5,3,1,1,5,8,8,0,10,5,0,2,3
H,1728.53320312,1756.29125977,4,7,4,5,2,3,2,3,8,3,9,11,1,5,0,4
A,1588.28137207,1632.26818848,4,2,8,6,0,5,1,4,7,5,4,6,3,3,1,3
H,1589.91149902,1679.57043457,5,4,6,11,1,3,0,6,2,3,5,9,1,4,1,4
A,1727.27563477,1968.52050781,3,5,1,5,2,2,2,4,19,8,5,4,4,2,3,1
A,1902.26477051,1957.70092773,8,17,0,7,3,2,4,1,10,5,5,1,4,1,4,1
H,2009.10961914,1722.80102539,16,6,9,4,5,1,3,1,11,3,6,6,4,1,1,4
H,1656.83691406,1639.48925781,2,2,7,7,0,5,0,5,6,1,4,11,2,4,0,4
A,1667.15527344,2011.35681152,2,4,5,12,1,3,1,5,15,6,9,4,5,1,3,1
D,1676.97741699,1579.55810547,7,4,5,8,2,3,0,5,4,2,8,6,0,5,1,4
H,1809.43371582,1720.5267334,10,6,3,5,3,2,1,4,3,4,4,3,2,3,2,3
D,2013.76586914,1887.46679688,13,8,8,5,4,1,4,1,9,17,4,7,3,2,4,1
D,1630.8996582,1746.23974609,6,2,4,14,2,3,0,5,8,4,8,14,1,4,0,5
A,1665.42651367,1738.5847168,5,2,8,7,1,4,0,5,7,7,5,5,3,3,2,2
H,1640.99145508,1664.74621582,5,7,2,7,3,2,2,3,3,4,7,12,1,4,1,4
H,1741.24707031,1720.55383301,8,6,0,9,5,0,1,4,11,2,6,7,4,1,1,4
H,1972.49890137,1702.08312988,10,8,5,2,4,1,4,1,7,3,2,13,3,2,1,4
A,1602.32653809,1975.26940918,8,4,7,9,2,3,0,5,18,11,4,4,4,1,4,1
H,1892.49316406,1651.07092285,9,17,4,7,3,1,4,2,7,5,2,5,4,2,2,2
H,1744.82287598,1657.56103516,6,5,6,15,1,3,0,6,5,2,9,6,1,5,0,4
D,1699.60803223,1599.70239258,7,3,2,15,3,1,1,5,8,4,9,7,2,4,0,4
A,1746.45019531,1815.90307617,7,8,4,5,3,2,3,2,11,6,4,5,3,2,1,4
A,1583.93774414,2008.73950195,3,3,6,7,0,4,1,5,13,6,8,4,4,2,3,1
H,1977.89355469,1747.15905762,18,13,4,2,4,1,5,0,6,6,1,9,5,0,1,4
H,1714.6418457,1672.59765625,11,3,6,8,4,1,1,4,7,4,6,8,1,4,0,5
H,1714.05737305,1632.31652832,2,5,4,6,1,3,2,4,5,2,5,14,1,4,0,5
A,1745.37792969,1657.76013184,7,5,6,13,2,3,0,5,4,3,6,12,2,3,1,4
A,1691.25817871,1716.1730957,7,1,2,14,3,2,0,5,10,3,6,8,4,1,1,4
H,1973.36291504,1578.56970215,10,10,4,4,4,1,4,1,3,2,7,7,0,5,0,5
A,1823.49926758,1892.15393066,11,8,4,5,3,2,2,3,13,14,5,6,4,1,3,2
A,1591.92211914,1714.86291504,6,8,9,12,2,3,0,5,4,4,5,6,2,3,1,4
H,1992.97790527,1605.88952637,12,7,4,4,4,1,4,1,11,4,6,15,2,3,0,5
H,1740.28161621,1976.99597168,6,6,1,11,5,0,1,4,19,13,5,2,4,1,5,0
A,1674.82897949,1582.51647949,4,3,6,11,2,3,1,4,6,8,11,11,2,4,0,4
H,1567.67614746,1994.91564941,0,0,0,2,0,0,0,1,13,7,4,2,5,1,4,0
A,1578.71838379,1753.51184082,2,3,6,9,0,4,0,6,8,4,2,10,6,0,0,4
H,1965.74389648,1651.48876953,19,10,5,3,4,1,4,1,7,5,2,6,4,2,2,2
D,1613.89916992,1648.43676758,11,2,5,12,3,2,0,5,6,5,2,10,3,2,2,3
H,1568.34997559,1652.91589355,3,3,11,8,0,5,0,5,6,4,4,7,1,4,0,5
H,1729.86035156,1595.38269043,10,5,6,7,4,1,2,3,6,7,11,6,2,4,1,3
A,1663.49572754,1978.72912598,3,3,7,11,1,4,1,4,10,7,2,3,4,1,4,1
H,1583.41748047,1808.24108887,1,0,0,2,1,0,0,1,9,8,9,5,2,3,2,3
A,1743.88659668,1978.21704102,6,6,4,4,3,2,3,2,11,13,5,4,4,1,5,0
A,1725.03515625,1763.43493652,4,6,5,6,2,2,2,4,7,9,2,11,5,0,1,4
A,1968.35058594,1722.69946289,18,10,5,3,4,1,4,1,6,5,6,13,2,3,0,5
D,1669.02392578,1714.36010742,6,2,3,12,3,2,0,5,5,5,7,5,2,3,2,3
A,1642.15893555,1945.6887207,6,3,4,7,1,4,0,5,19,9,8,3,4,2,3,1
H,1981.9519043,1593.52905273,11,13,5,4,4,1,5,0,2,0,0,2,2,0,0,1
H,1982.93310547,1916.35253906,10,10,2,2,4,1,4,1,13,17,6,6,4,1,3,2
H,1770.22497559,1611.26330566,7,10,2,10,5,0,2,3,11,1,5,10,3,3,0,4
D,1589.76647949,1575.2220459,5,7,7,7,2,3,1,4,4,3,11,8,1,4,0,5
H,1734.11218262,1736.08300781,6,8,6,9,2,3,1,4,4,6,6,4,2,3,3,2
H,1794.54003906,1655.40673828,9,7,9,4,2,3,2,3,3,3,12,7,1,5,1,3
H,1668.62487793,1587.67492676,4,2,2,12,2,3,0,5,6,4,8,4,2,4,1,3
H,1948.44689941,1591.95324707,15,12,8,5,3,2,4,1,2,0,0,5,2,0,0,2
H,1738.88061523,1911.25109863,10,6,6,5,4,1,3,2,11,18,6,8,3,1,3,3
A,1653.49047852,1983.52770996,6,3,1,10,4,1,1,4,10,13,2,4,4,1,5,0
A,1773.54602051,1988.0345459,8,10,3,10,5,0,2,3,10,10,3,2,4,1,4,1
H,1651.76306152,1714.75927734,2,4,8,9,1,4,1,4,3,5,7,5,1,3,2,4
A,1607.94213867,1743.55749512,8,2,4,12,2,3,0,5,8,6,6,6,3,3,1,3
H,1726.63769531,1798.18371582,4,6,5,6,2,2,3,3,7,7,10,4,2,3,2,3
H,1903.29382324,1663.77233887,11,16,6,11,3,1,2,4,3,4,8,7,2,4,1,3
D,1652.79882812,1654.64111328,4,3,6,5,0,5,1,4,6,3,3,10,3,2,1,4
A,1571.52587891,1605.35717773,4,4,11,9,1,4,0,5,8,2,5,10,2,4,0,4
A,1710.07104492,1954.70922852,3,5,7,5,1,3,2,4,15,12,4,5,4,1,4,1
H,1992.61608887,1771.03918457,10,15,2,5,4,0,6,0,8,10,6,10,4,1,2,3
H,1798.42138672,1679.03540039,7,5,10,3,2,3,2,3,7,2,3,8,3,3,0,4
H,2000.1809082,1758.03735352,5,13,1,3,3,1,5,1,13,6,5,5,5,0,3,2
H,1584.58544922,1736.11096191,5,5,6,7,2,3,1,4,6,3,6,5,3,2,2,3
A,1614.32788086,1651.07775879,7,3,4,10,2,3,1,4,5,3,7,4,0,6,1,3
H,1672.16931152,1758.86096191,7,2,3,10,3,3,0,4,6,7,2,6,4,1,2,3
A,1725.62438965,1907.51501465,6,4,6,7,3,2,2,3,15,12,6,7,4,1,2,3
H,1958.47583008,1562.55517578,15,12,4,6,4,1,4,1,3,4,9,9,1,4,0,5
A,1656.36218262,2002.30688477,6,4,3,10,3,2,1,4,9,11,4,3,4,1,4,1
