result,home_elo,away_elo,home_recent_goals_scored_home,home_recent_goals_scored_away,home_recent_goals_conceded_home,home_recent_goals_conceded_away,home_recent_home_games_won,home_recent_home_games_lost,home_recent_away_games_won,home_recent_away_games_lost,away_recent_goals_scored_home,away_recent_goals_scored_away,away_recent_goals_conceded_home,away_recent_goals_conceded_away,away_recent_home_games_won,away_recent_home_games_lost,away_recent_away_games_won,away_recent_away_games_lost
D,1558.70727539,1661.42895508,11,1,9,13,1,4,0,5,4,5,7,5,1,4,2,3
A,1655.97790527,1837.2734375,6,6,4,8,2,3,1,4,7,11,3,5,3,2,4,1
H,1586.47387695,1653.09521484,1,7,4,6,1,4,2,3,10,12,9,4,2,3,4,1
A,1626.97180176,1651.65710449,5,3,9,2,1,4,3,2,11,9,10,7,3,2,2,3
H,1692.54772949,1557.60693359,10,6,9,4,2,3,1,4,5,7,8,14,1,4,1,4
H,1736.41357422,1530.59509277,7,9,3,5,2,3,2,3,3,6,7,10,0,5,1,4
A,1560.80175781,1569.24389648,5,7,7,16,1,3,1,5,9,1,7,13,1,4,0,5
H,1668.86608887,1607.63134766,7,12,8,9,2,2,3,3,3,5,4,4,2,4,2,2
H,1823.72851562,1627.31555176,6,8,1,7,2,2,3,3,7,3,9,2,1,4,3,2
H,1581.60864258,1656.73034668,5,9,5,15,1,3,1,5,6,4,7,6,2,4,1,3
H,1668.44506836,1801.58630371,4,5,6,5,1,3,2,4,7,7,8,12,2,3,1,4
D,1649.49047852,1718.87536621,10,10,9,6,2,3,3,2,10,7,9,4,2,3,2,3
D,1847.56066895,1752.29089355,7,14,1,5,3,1,5,1,10,9,4,4,3,3,2,2
D,1535.45605469,1895.10412598,3,6,7,13,0,5,0,5,19,4,5,4,5,1,2,2
A,1740.96740723,1656.01794434,6,5,7,5,2,3,1,4,6,3,7,3,2,4,2,2
H,1791.15136719,1590.49462891,7,7,8,10,2,3,1,4,6,6,5,14,2,3,0,5
H,1718.16271973,1542.64575195,10,5,9,5,2,3,1,4,3,6,6,13,0,5,0,5
A,1887.91430664,1729.44641113,16,4,5,4,4,1,2,3,6,5,9,5,1,4,1,4
A,1577.94934082,1674.17700195,9,2,7,11,1,4,1,4,9,10,9,8,3,2,2,3
A,1712.42456055,1678.88000488,12,5,6,2,3,2,2,3,5,3,6,3,2,3,2,3
D,1647.84436035,1552.09631348,4,4,7,7,1,4,1,4,5,7,8,15,1,4,1,4
A,1602.32043457,1827.83850098,3,6,4,6,2,3,2,3,8,7,1,7,3,2,2,3
H,1623.20556641,1843.72839355,7,3,9,4,1,4,3,2,8,12,2,4,3,2,4,1
H,1756.12329102,1650.203125,8,10,2,5,3,2,2,3,10,10,8,6,2,3,3,2
A,1537.66271973,1599.9552002,3,5,6,15,0,5,0,5,4,6,6,6,2,3,2,3
D,1557.36035156,1725.99584961,5,5,8,14,1,4,0,5,14,5,7,5,3,2,1,4
H,1656.98474121,1567.86315918,3,5,5,4,1,4,3,2,9,2,10,11,1,5,1,3
D,1687.11328125,1826.96557617,8,13,8,8,3,1,3,3,8,9,1,8,3,1,3,3
H,1861.53540039,1703.6809082,17,2,9,4,4,2,1,3,12,5,7,2,3,3,2,2
H,1756.40563965,1645.43041992,6,9,9,6,1,4,2,3,6,3,9,6,1,5,1,3
D,1589.16235352,1835.50598145,5,6,4,15,2,2,0,6,8,13,2,6,3,1,4,2
D,1768.81274414,1801.85351562,12,9,3,4,4,2,2,2,8,4,8,8,3,3,0,4
D,1643.84606934,1637.11401367,7,11,4,10,2,2,3,3,7,3,7,4,2,3,3,2
A,1802.16430664,1560.87719727,7,4,6,8,3,2,0,5,7,5,10,14,1,4,0,5
D,1824.19470215,1642.4005127,8,9,1,7,3,1,3,3,8,8,5,10,2,3,2,3
D,1698.66162109,1530.2052002,9,6,7,5,2,3,2,3,3,5,7,15,0,5,0,5
H,1675.73583984,1866.5546875,5,3,5,4,2,2,3,3,18,2,10,4,4,2,1,3
A,1641.05834961,1689.8840332,4,3,8,7,0,5,1,4,9,12,9,7,3,2,3,2
H,1607.4128418,1594.40966797,4,9,6,6,2,3,3,2,6,6,5,12,2,3,0,5
D,1638.55944824,1768.50195312,7,3,7,5,2,3,2,3,12,9,3,4,4,2,2,2
H,1558.02282715,1760.77783203,9,3,9,16,1,4,1,4,7,9,6,6,2,3,2,3
D,1722.47900391,1666.82507324,14,8,7,8,3,2,1,4,8,3,6,3,2,4,2,2
H,1583.1439209,1819.72277832,7,5,10,11,1,4,1,4,5,9,0,7,2,2,3,3
H,1677.39953613,1701.05456543,8,4,5,4,2,3,2,3,10,6,8,5,2,4,2,2
H,1864.79284668,1635.40844727,18,1,10,6,4,2,0,4,4,3,11,6,0,6,1,3
D,1593.03894043,1727.56005859,3,6,4,14,1,3,0,6,12,8,7,8,2,3,1,4
D,1655.92785645,1700.32385254,6,8,5,10,1,3,2,4,7,3,5,2,3,2,3,2
A,1543.46765137,1853.7064209,3,4,7,13,0,5,0,5,9,13,3,7,3,1,3,3
D,1746.68029785,1648.83435059,7,8,6,5,2,3,2,3,8,3,8,5,2,3,2,3
A,1781.46154785,1582.90905762,12,9,3,5,4,2,1,3,11,3,9,14,2,4,1,3
H,1711.18945312,1804.64880371,6,15,7,7,2,2,4,2,7,3,7,5,3,3,0,4
A,1724.96362305,1720.5690918,12,9,7,9,2,3,1,4,8,13,8,5,3,2,4,1
A,1806.96337891,1595.63537598,5,7,0,7,2,2,2,4,4,5,5,13,1,4,0,5
D,1596.58544922,1540.03320312,10,5,7,15,2,3,2,3,3,4,8,13,0,5,0,5
A,1693.4251709,1767.78515625,8,6,5,6,2,3,2,3,12,9,5,5,3,3,1,3
A,1700.26062012,1685.02893066,5,3,3,2,3,1,3,3,9,4,5,3,3,3,2,2
A,1652.66650391,1595.90332031,8,4,8,7,2,3,1,4,7,5,11,11,1,4,1,4
D,1632.99072266,1655.99108887,4,4,11,8,0,5,1,4,6,6,5,9,1,4,1,4
H,1632.62414551,1742.84814453,5,8,6,5,2,3,3,2,8,8,7,5,2,3,2,3
H,1857.14086914,1867.21044922,9,15,3,5,3,1,4,2,19,1,9,6,5,1,0,4
D,1542.83789062,1656.51171875,3,3,8,11,0,5,0,5,4,6,3,9,1,3,1,5
D,1606.61816406,1694.66235352,7,6,11,10,1,4,2,3,9,5,5,4,3,3,2,2
D,1798.99890137,1649.81237793,8,2,8,5,3,3,0,4,8,8,5,5,3,2,3,2
H,1725.65991211,1729.58459473,5,8,5,8,1,3,2,4,6,16,3,7,3,1,5,1
A,1593.78063965,1715.94812012,9,5,6,15,2,3,2,3,14,6,10,7,2,4,0,4
H,1683.12988281,1864.09118652,5,6,6,6,1,4,2,3,11,10,4,3,4,1,3,2
H,1690.62719727,1792.88269043,4,3,4,2,2,2,3,3,3,7,2,7,1,3,2,4
H,1632.47009277,1641.95166016,4,3,11,5,0,6,1,3,7,4,7,7,2,3,1,4
H,1778.08044434,1609.71606445,8,11,4,5,2,3,2,3,4,5,5,12,1,4,1,4
H,1840.95153809,1607.85131836,8,10,4,7,3,1,3,3,6,6,10,10,1,4,2,3
D,1693.42919922,1639.6081543,7,5,5,4,2,3,2,3,3,3,9,5,1,5,1,3
A,1721.91503906,1704.4486084,13,7,9,7,2,3,1,4,6,2,4,2,3,2,2,3
D,1779.06115723,1793.9276123,3,7,2,6,1,3,2,4,9,2,7,5,3,3,0,4
H,1604.04284668,1544.78967285,3,5,3,15,1,3,1,5,4,3,8,11,0,5,0,5
A,1654.88366699,1783.75366211,8,9,5,6,3,2,3,2,11,9,4,3,3,3,2,2
H,1634.8137207,1587.81384277,7,4,7,6,2,3,1,4,9,4,7,9,2,4,2,2
H,1654.56005859,1706.26953125,4,5,3,8,1,3,1,5,9,3,6,5,2,4,1,3
D,1722.72155762,1863.28137207,6,14,3,7,3,1,4,2,17,1,9,4,5,1,0,4
H,1844.01818848,1582.24865723,10,7,4,7,4,1,2,3,3,4,5,10,1,4,2,3
D,1725.11657715,1604.78466797,6,12,3,5,3,2,4,1,6,5,10,7,1,4,2,3
H,1777.93029785,1642.62402344,3,4,2,6,1,4,1,4,3,3,8,5,1,4,1,4
H,1611.45166016,1698.15100098,5,3,3,9,2,3,1,4,7,4,4,7,2,3,1,4
A,1648.84899902,1860.88623047,9,9,4,6,3,2,3,2,12,1,8,4,4,1,0,5
H,1640.37890625,1714.37097168,7,4,7,6,2,3,1,4,6,5,4,5,3,2,2,3
H,1662.67858887,1737.98400879,6,2,4,7,2,3,0,5,6,8,5,7,2,3,3,2
A,1690.41333008,1795.05847168,6,5,2,4,2,3,2,3,7,2,7,5,2,3,0,5
D,1711.99267578,1789.78833008,16,7,10,7,2,3,1,4,11,11,4,4,3,2,3,2
H,1528.91833496,1678.30871582,3,4,6,14,0,4,0,6,6,5,5,3,2,4,2,2
A,1609.42468262,1675.01391602,5,5,5,7,1,3,2,4,6,2,3,7,2,3,0,5
D,1580.37390137,1781.75085449,3,4,5,8,1,4,2,3,5,4,3,6,2,3,1,4
D,1807.16308594,1649.12670898,7,4,7,3,2,3,1,4,9,3,8,6,3,3,0,4
D,1725.64868164,1845.89306641,5,8,4,9,2,2,3,3,9,7,3,7,4,1,2,3
D,1864.99804688,1712.57495117,12,3,8,5,4,1,1,4,17,6,11,5,2,4,1,3
H,1689.14147949,1644.73730469,7,3,4,7,2,3,1,4,10,7,6,6,3,3,2,2
H,1705.62304688,1620.46118164,6,6,2,7,3,1,2,4,6,3,2,9,3,2,1,4
A,1789.20605469,1720.4765625,11,7,4,4,3,2,2,3,5,12,3,5,2,3,4,1
D,1539.40527344,1731.77514648,4,3,6,11,1,4,0,5,5,10,3,3,2,3,4,1
H,1598.44836426,1613.85827637,6,5,8,5,1,4,2,3,6,3,2,10,3,2,1,4
D,1801.65148926,1717.97314453,8,4,6,3,2,3,1,4,11,6,9,5,1,4,1,4
H,1859.59997559,1667.82177734,10,3,7,5,3,2,1,4,6,5,5,4,2,3,2,3
H,1584.31335449,1685.99023438,6,4,8,8,1,4,2,3,6,5,3,6,2,3,1,4
H,1696.97338867,1654.63830566,7,3,4,7,2,3,1,4,7,5,5,8,3,2,0,5
A,1727.43823242,1777.8112793,8,5,7,8,2,3,2,3,5,7,3,9,2,3,1,4
D,1712.22595215,1844.10339355,9,6,3,7,4,1,2,3,9,7,3,10,4,1,1,4
H,1622.68481445,1636.90527344,5,2,9,6,1,4,0,5,8,7,6,8,2,3,2,3
A,1662.25036621,1782.8416748,6,3,5,7,2,3,1,4,12,6,5,3,3,3,2,2
H,1728.02563477,1714.34472656,3,11,2,4,1,3,4,2,8,6,3,7,3,2,2,3
A,1786.1550293,1706.88537598,3,8,3,9,1,3,2,4,10,2,4,7,3,3,0,4
A,1601.98498535,1719.09448242,5,3,2,13,2,2,1,5,7,5,6,8,2,3,2,3
H,1629.99047852,1593.60107422,8,6,6,7,2,3,2,3,8,3,9,8,2,4,1,3
D,1644.72644043,1543.15478516,7,5,5,9,3,2,0,5,5,3,7,11,1,4,0,5
D,1676.70251465,1865.17138672,5,6,2,8,2,2,1,5,14,3,7,5,4,2,1,3
A,1841.98461914,1797.84887695,8,7,2,10,4,0,1,5,11,4,9,2,2,4,1,3
A,1721.77563477,1629.59960938,11,8,9,7,1,4,1,4,6,2,9,5,2,4,0,4
D,1831.23876953,1718.4901123,8,6,3,8,4,1,1,4,10,3,3,7,3,2,1,4
A,1653.04528809,1611.30944824,7,3,7,7,2,3,1,4,9,4,7,4,2,3,2,3
H,1738.95996094,1725.59777832,6,8,2,4,2,3,3,2,7,6,6,11,2,3,2,3
H,1774.55029297,1703.41027832,3,6,4,8,1,4,1,4,8,5,3,10,3,2,1,4
A,1595.48181152,1792.04675293,9,3,7,12,2,3,1,4,8,9,4,4,2,3,3,2
D,1640.45056152,1641.27856445,5,5,4,9,2,3,0,5,4,4,7,6,2,3,1,4
H,1680.31103516,1547.43054199,7,5,4,4,2,3,1,4,5,3,7,7,1,4,0,5
H,1710.09680176,1587.9440918,8,8,11,7,0,5,1,4,8,4,6,10,2,3,1,4
D,1635.64758301,1808.59472656,9,6,5,7,3,2,2,3,10,5,9,2,1,4,2,3
H,1541.98901367,1587.74633789,3,3,4,9,1,3,0,6,8,3,9,12,2,3,1,4
A,1864.58703613,1747.85620117,10,6,2,7,3,1,2,4,7,8,1,4,3,2,3,2
H,1581.14477539,1638.95275879,8,3,6,8,2,3,1,4,6,4,5,8,2,4,0,4
H,1722.93505859,1685.75256348,10,2,3,4,3,2,1,4,8,5,3,4,3,2,1,4
A,1694.54602051,1716.89599609,8,5,3,11,3,2,1,4,11,5,11,4,1,5,1,3
D,1642.77636719,1642.41027832,4,5,7,6,2,3,1,4,3,3,8,7,1,4,1,4
H,1799.78222656,1638.97729492,8,12,4,4,2,2,4,2,9,3,5,5,3,3,1,3
A,1621.94445801,1826.79382324,6,6,4,5,2,2,3,3,8,5,3,7,4,2,1,3
D,1805.26489258,1783.41455078,10,5,9,2,1,4,2,3,6,5,4,7,2,4,1,3
A,1615.87890625,1679.27124023,6,5,6,5,2,3,2,3,6,5,6,11,2,3,1,4
H,1803.14794922,1589.30554199,11,5,9,2,1,4,2,3,7,3,6,8,2,3,1,4
A,1643.97045898,1635.73034668,3,3,8,7,1,4,1,4,7,3,5,6,2,3,1,4
A,1732.17089844,1630.79199219,10,8,10,4,1,4,2,3,5,4,4,9,2,3,0,5
D,1576.69848633,1679.86987305,8,3,9,12,2,3,1,4,8,5,3,5,3,2,1,4
A,1641.21630859,1728.81787109,5,5,5,6,2,3,1,4,10,2,2,4,4,1,1,4
H,1832.85925293,1765.13781738,5,7,2,7,3,2,2,3,7,8,1,5,3,2,3,2
A,1553.03674316,1711.77575684,5,2,4,8,2,3,0,5,8,6,8,11,1,4,2,3
A,1847.30541992,1803.0291748,11,6,5,5,3,2,2,3,9,11,4,3,3,2,4,1
H,1770.32531738,1588.48791504,5,9,0,7,2,2,3,3,9,3,10,12,2,3,1,4
A,1746.45349121,1816.68237305,10,3,2,3,4,1,2,3,16,4,10,0,2,4,2,2
H,1700.52880859,1550.37268066,6,8,6,12,2,3,2,3,5,2,8,8,2,3,0,5
D,1655.63500977,1615.30761719,7,4,5,7,2,3,1,4,5,5,8,5,1,4,2,3
H,1652.90759277,1644.75219727,5,3,4,7,2,3,1,4,3,3,10,7,0,5,1,4
H,1838.32385254,1644.26696777,8,13,2,4,3,1,5,1,5,4,6,4,2,4,1,3
H,1787.88134766,1844.85668945,6,6,4,8,2,3,1,4,7,5,3,7,4,2,1,3
A,1546.77734375,1730.74145508,5,2,8,9,2,3,0,5,10,7,11,3,1,5,2,2
H,1617.8651123,1738.79516602,5,3,8,4,1,4,1,4,11,3,2,3,4,1,2,3
D,1773.25280762,1659.5847168,6,6,0,5,3,2,2,3,7,3,4,7,3,2,1,4
A,1585.5604248,1824.34057617,9,1,10,12,2,3,0,5,13,6,9,1,1,4,3,2
A,1836.60656738,1641.45861816,5,7,2,10,3,2,1,4,5,5,6,6,2,3,1,4
H,1743.4888916,1858.38903809,6,12,6,11,1,3,3,3,10,6,6,5,2,3,2,3
H,1796.1315918,1653.07751465,8,6,4,8,3,2,1,4,4,4,5,7,1,4,1,4
H,1704.12414551,1594.64501953,7,8,5,12,3,2,2,3,7,2,6,12,2,3,0,5
H,1693.72192383,1841.13220215,9,7,3,7,4,1,1,4,10,11,3,4,4,1,4,1
D,1827.99975586,1708.35913086,11,8,7,2,1,3,4,2,6,8,5,12,3,2,2,3
A,1737.51745605,1704.1829834,8,10,8,4,1,4,3,2,10,6,3,6,5,1,1,3
H,1841.73413086,1540.00134277,10,5,6,6,2,3,2,3,5,2,10,9,2,3,0,5
A,1590.41003418,1631.97314453,6,2,5,13,2,2,0,6,7,3,8,4,2,3,1,4
H,1655.50305176,1581.90124512,4,7,6,7,1,3,2,4,10,1,12,9,2,4,0,4
D,1830.67114258,1822.56213379,7,11,3,5,3,1,4,2,6,7,4,6,3,3,1,3
A,1649.4498291,1768.79748535,4,2,5,6,1,4,1,4,8,6,2,4,3,3,2,2
A,1638.66064453,1760.14379883,3,5,10,11,0,5,0,5,9,12,6,8,2,3,3,2
H,1664.04003906,1799.75927734,7,5,4,8,3,2,1,4,9,6,4,6,4,2,1,3
H,1636.9934082,1653.6751709,7,6,8,3,2,3,2,3,5,7,6,7,2,3,2,3
D,1570.2565918,1837.98840332,8,1,12,10,1,4,0,5,10,5,5,6,2,3,2,3
A,1706.28881836,1713.28540039,6,5,5,10,3,2,1,4,8,2,3,3,3,2,2,3
A,1530.27453613,1808.86340332,5,2,10,11,2,3,0,5,9,9,5,4,3,2,3,2
H,1768.46582031,1571.91711426,8,7,2,4,3,2,3,2,7,2,7,13,2,2,0,6
D,1807.20703125,1706.46362305,12,8,8,2,1,4,4,1,8,9,2,8,4,1,2,3
A,1624.1373291,1769.68225098,4,5,12,11,0,5,0,5,9,7,2,4,4,1,3,2
A,1718.8815918,1815.70581055,10,9,11,4,1,5,2,2,4,9,4,8,2,3,1,4
H,1645.23852539,1524.55383301,5,8,6,8,2,3,2,3,5,1,12,8,2,4,0,4
A,1634.86755371,1695.46191406,3,2,4,6,1,4,1,4,7,4,7,8,3,3,1,3
A,1666.22875977,1574.24267578,7,5,4,8,3,2,1,4,7,1,12,10,0,5,0,5
A,1831.41345215,1765.32421875,10,5,5,6,2,3,2,3,9,6,4,7,4,1,1,4
H,1721.22961426,1774.20300293,8,4,3,3,3,2,3,2,8,14,6,9,1,3,4,2
H,1807.32519531,1642.54736328,9,10,5,3,3,2,4,1,10,6,10,3,3,3,2,2
H,1825.52026367,1626.89648438,3,11,4,8,1,3,2,4,3,2,4,6,1,4,1,4
A,1520.5246582,1802.97644043,4,1,12,9,1,4,0,5,14,5,10,2,1,5,3,1
A,1637.00280762,1820.20629883,9,6,7,6,3,2,2,3,10,3,6,5,2,4,1,3
D,1766.05737305,1812.86975098,8,15,6,12,1,3,3,3,12,10,4,3,4,1,4,1
H,1585.9432373,1567.31188965,7,1,12,7,0,5,1,4,8,2,8,12,2,3,0,5
D,1703.4329834,1649.2677002,4,6,6,9,2,3,2,3,4,8,2,8,3,2,2,3
D,1710.6940918,1618.39221191,6,11,2,10,3,1,2,4,4,5,10,11,0,5,0,5
H,1775.42736816,1729.37524414,9,7,2,4,4,1,3,2,9,4,5,3,3,2,3,2
H,1776.53137207,1709.06713867,7,7,3,7,3,1,2,4,7,9,9,4,1,5,2,2
A,1517.6171875,1630.60473633,3,1,15,9,1,4,0,5,6,6,11,6,2,3,2,3
H,1625.26306152,1595.1640625,4,7,10,12,0,5,0,5,10,1,14,4,1,5,1,3
H,1837.65148926,1657.4510498,10,7,6,5,2,3,2,3,5,3,4,6,2,3,1,4
H,1726.62304688,1564.02685547,6,4,5,4,2,2,3,3,5,4,5,15,2,2,0,6
H,1655.1706543,1811.81982422,3,10,2,10,2,2,2,4,12,9,8,2,1,4,4,1
D,1624.43188477,1706.87097168,3,2,4,8,1,4,1,4,6,9,8,5,1,4,2,3
D,1709.7590332,1833.92077637,8,8,4,9,3,2,1,4,7,8,4,5,2,3,2,3
H,1773.18212891,1703.46606445,9,15,7,10,1,4,3,2,6,6,8,9,2,3,2,3
H,1815.9552002,1784.66333008,8,11,3,4,3,1,4,2,8,4,3,4,4,1,2,3
D,1633.87634277,1708.55480957,5,7,10,8,1,5,0,4,6,10,8,6,1,4,2,3
A,1807.24072266,1855.09375,9,9,5,3,1,3,4,2,8,7,7,5,2,3,2,3
D,1711.58032227,1737.5793457,6,7,8,3,1,4,2,3,9,3,6,4,3,2,2,3
H,1780.51611328,1517.43896484,8,3,3,7,4,1,1,4,4,1,17,9,1,5,0,4
H,1565.56115723,1672.24023438,3,5,4,18,1,2,0,7,4,8,2,9,3,2,1,4
A,1660.67614746,1631.57629395,5,4,4,5,2,3,1,4,4,2,5,7,1,5,1,3
D,1838.09411621,1638.17541504,7,11,4,8,2,3,2,3,4,7,7,8,1,5,0,4
A,1643.27355957,1799.84082031,6,7,11,6,2,3,3,2,10,15,5,10,2,3,3,2
D,1797.32092285,1718.07629395,7,8,2,3,4,1,4,1,11,7,7,7,3,3,1,3
A,1700.90917969,1832.59301758,6,7,8,10,2,3,2,3,11,8,3,3,4,1,3,2
D,1581.9720459,1869.29321289,6,4,4,16,2,2,0,6,8,8,7,3,2,3,3,2
H,1805.05810547,1710.78601074,10,17,4,11,2,2,4,2,6,7,7,3,1,4,2,3
H,1782.44848633,1644.32702637,9,3,2,7,5,0,1,4,3,8,5,9,1,4,0,5
H,1721.61486816,1641.87634277,9,9,5,9,3,2,1,4,2,3,4,7,0,5,2,3
H,1831.94250488,1650.37609863,8,11,4,8,2,3,2,3,5,4,5,5,2,3,1,4
A,1515.50671387,1738.3737793,4,1,17,8,1,5,0,4,9,4,6,5,3,2,2,3
A,1638.05615234,1793.04138184,7,5,13,5,2,4,2,2,9,8,8,3,1,4,3,2
D,1814.18200684,1587.95812988,14,12,4,7,3,2,3,2,7,4,5,13,2,3,0,5
H,1863.30700684,1689.08935547,8,8,7,4,2,3,2,3,6,7,12,7,2,4,2,2
H,1793.78234863,1655.82946777,7,8,4,3,3,2,4,1,4,7,2,11,3,2,1,4
D,1844.4128418,1646.08081055,11,9,3,3,4,1,3,2,4,4,4,7,2,2,1,5
H,1830.63659668,1578.54443359,10,9,4,8,3,2,1,4,6,1,9,5,1,4,1,4
H,1700.6315918,1627.81896973,3,7,7,7,0,4,2,4,8,5,15,5,2,4,2,2
H,1593.53125,1637.77050781,6,6,5,15,1,3,0,6,3,7,5,10,1,4,0,5
H,1633.82043457,1508.81188965,2,4,4,10,0,4,2,4,4,1,21,8,0,6,0,4
A,1651.10559082,1727.60998535,4,5,4,7,2,2,1,5,10,9,6,9,3,2,1,4
D,1786.9440918,1800.56140137,8,3,2,7,5,0,1,4,11,5,4,2,4,2,3,1
H,1743.00769043,1869.62768555,8,8,6,7,2,2,3,3,11,8,4,4,3,2,2,3
H,1646.98937988,1802.19287109,3,7,1,15,3,1,1,5,16,12,6,5,3,3,3,1
D,1801.21777344,1837.32714844,9,12,8,4,1,4,4,1,11,9,4,3,3,2,3,2
D,1510.84765625,1607.6862793,4,3,15,11,0,5,0,5,7,5,5,10,2,3,0,5
D,1628.93566895,1644.46813965,7,6,12,7,2,3,2,3,4,4,7,7,2,3,0,5
H,1635.88635254,1685.03356934,2,7,3,11,1,3,0,6,7,4,10,10,2,4,1,3
H,1807.67785645,1711.7857666,11,5,4,1,4,2,3,1,5,4,8,7,1,4,1,4
A,1582.59545898,1792.09863281,6,1,9,4,1,4,1,4,9,2,3,6,5,1,1,3
A,1746.51831055,1668.44470215,10,12,6,8,3,2,2,3,6,7,1,15,4,0,1,5
H,1816.55822754,1644.05554199,14,13,4,8,3,2,3,2,5,4,6,9,1,4,2,3
D,1857.16845703,1838.85644531,10,10,2,8,3,1,2,4,9,9,3,8,3,2,1,4
A,1843.86132812,1763.63879395,11,9,4,4,3,2,2,3,12,7,8,7,3,2,2,3
H,1726.74304199,1796.35058594,11,10,10,6,3,3,2,2,9,2,3,4,5,1,2,2
D,1820.95483398,1795.71362305,16,7,4,8,4,2,2,2,5,14,8,7,0,4,4,2
H,1578.34350586,1639.65893555,4,1,8,4,1,4,1,4,5,2,6,10,1,4,1,4
H,1840.77966309,1512.18518066,9,9,3,7,3,2,1,4,4,2,15,9,0,6,0,4
D,1797.82763672,1814.06030273,5,13,8,7,0,4,3,3,13,5,5,1,4,2,3,1
H,1690.95544434,1590.15856934,5,2,7,12,1,3,0,6,8,1,10,3,2,4,1,3
H,1606.34875488,1832.47460938,7,5,5,9,2,3,0,5,10,9,5,4,2,3,2,3
H,1775.0255127,1643.99975586,11,9,6,8,3,1,3,3,4,5,4,8,2,3,0,5
H,1676.92016602,1735.46057129,5,5,9,12,1,4,1,4,13,10,12,6,3,3,2,2
D,1688.2199707,1855.24536133,6,10,1,14,4,0,2,4,12,10,4,5,3,2,2,3
D,1645.45959473,1818.84082031,1,5,5,8,1,3,0,6,14,7,5,8,3,3,2,2
H,1787.63317871,1627.94421387,6,4,1,7,4,1,2,3,8,6,13,7,2,4,2,2
A,1636.98571777,1688.03417969,1,2,2,4,1,4,2,3,7,8,2,13,4,1,1,4
A,1633.74060059,1645.43676758,4,4,4,10,2,3,0,5,2,3,6,6,1,4,0,5
D,1695.12841797,1804.3638916,6,2,4,12,2,2,0,6,10,10,5,8,2,3,2,3
H,1589.13818359,1811.64794922,4,3,7,7,1,4,1,4,11,6,3,2,4,1,3,2
D,1594.98181152,1681.71472168,5,3,5,12,1,4,0,5,6,5,10,12,1,4,1,4
D,1778.46875,1623.85070801,15,9,7,6,4,1,3,2,7,4,8,13,1,4,1,4
A,1840.04943848,1800.47851562,12,9,1,7,4,1,1,4,14,6,5,8,3,3,1,3
A,1619.90783691,1788.85351562,6,7,13,10,1,4,2,3,8,4,2,7,4,1,2,3
H,1793.4239502,1724.63305664,6,11,9,6,0,5,2,3,12,11,12,8,2,3,2,3
H,1797.64355469,1774.32641602,8,7,2,7,4,1,3,2,15,9,7,6,4,1,3,2
H,1629.91784668,1812.45666504,0,2,3,4,0,5,2,3,14,8,5,8,3,3,2,2
D,1800.71569824,1830.7154541,11,6,3,4,4,1,2,3,15,7,5,5,4,2,1,3
A,1682.22497559,1856.58447266,6,5,10,12,1,4,1,4,10,11,5,6,3,2,2,3
A,1697.74633789,1602.71472168,6,9,2,13,3,1,2,4,6,3,8,7,2,4,1,3
H,1804.23486328,1625.72229004,8,11,3,9,2,2,2,4,3,4,3,10,2,3,0,5
A,1630.63720703,1799.7052002,7,5,7,14,1,3,1,5,7,11,9,6,1,4,2,3
A,1656.09912109,1697.90161133,1,4,6,6,0,4,1,5,7,2,3,12,2,2,0,6
H,1721.03710938,1613.76208496,12,9,12,8,2,3,1,4,7,4,16,9,1,5,1,3
H,1797.9309082,1638.6895752,5,13,7,7,1,3,3,3,2,2,3,2,1,5,2,2
D,1615.76660156,1602.58654785,3,4,2,11,2,2,0,6,4,4,14,10,0,5,1,4
H,1699.28759766,1666.18945312,7,4,3,12,2,2,1,5,6,5,12,12,1,4,1,4
A,1612.75305176,1799.0559082,4,5,5,7,2,3,2,3,10,6,2,7,5,1,2,2
H,1792.76306152,1673.5670166,10,6,3,4,3,2,2,3,6,7,4,10,3,2,2,3
D,1800.04980469,1789.54406738,9,9,3,9,3,2,1,4,13,8,4,10,3,2,2,3
A,1618.27062988,1824.52709961,7,5,7,14,1,3,1,5,15,5,5,5,4,2,0,4
H,1858.51086426,1696.45556641,10,15,4,7,3,1,3,3,13,7,12,6,3,3,1,3
D,1640.57226562,1601.29406738,2,4,7,6,0,4,1,5,5,5,5,12,1,4,1,4
H,1830.71203613,1754.02246094,11,8,5,6,3,2,1,4,13,7,6,7,3,2,2,3
H,1604.57019043,1637.79333496,4,5,14,8,0,5,1,4,2,4,7,6,0,5,1,4
D,1632.96264648,1607.77270508,2,2,3,5,1,4,2,3,4,4,6,4,2,4,2,2
H,1791.45361328,1796.77954102,9,9,3,11,2,2,2,4,12,5,4,4,4,2,1,3
A,1804.03637695,1862.90893555,9,7,2,7,4,1,3,2,13,11,5,7,4,1,2,3
A,1604.07299805,1613.78295898,5,4,5,8,1,4,1,4,4,2,3,9,2,3,0,5
A,1660.44628906,1798.14013672,6,3,12,12,1,4,0,5,7,9,4,9,2,3,1,4
A,1692.05749512,1612.08581543,11,8,10,9,3,2,1,4,8,5,10,10,1,4,1,4
D,1669.55053711,1803.65783691,5,8,4,12,2,2,2,4,8,9,7,7,2,3,2,3
A,1803.01428223,1804.38879395,8,11,7,8,2,3,2,3,13,7,4,10,3,2,1,4
H,1719.92956543,1596.1673584,8,6,3,11,3,2,2,3,3,4,6,8,0,5,1,4
